name,description,address,city,region,province,postal_code,phone,fax,hours,url,latitude,longitude,distance,materials,pickup,dropoff,notes,groups,curbside,municipal,national,event_only
"Call2Recycle at Grainger","Call2Recycle at Grainger","901 US-90 Frontage ","New Iberia","Iberia Parish","LA","70560","3373698820","0","","http://www.grainger.com/","29.9319051","-91.746512","13.7505967541181","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","The U.S. EPA estimates that more than 350 million rechargeable batteries are purchased annually in the U.S. Thanks to the environmental commitment of this location, its easy and free to recycle your batteries. Bring your rechargeable batteries to this location and look for the recycling box or ask an associate how you can do your part for the environment.","","false","false","false","false"
"Jiffy Lube","null","1896 W Us Highway 90","Lake City","","FL","32055","3867554400","0","","null","29.6943238","-91.3317865","16.5474956071217","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","600 Catherine St","Patterson","Saint Mary","LA","70392","8002758777","0","","https://www.usps.com/","29.69062","-91.31342","17.5363679750266","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"US Post Office","USPS Discarded Lobby Mail Recycling Program","600 Catherine St","Patterson","Saint Mary","LA","70392","0","0","","","29.69062","-91.31342","17.5363679750266","Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"On The Ball Oil Change and Automotive","On The Ball Oil Change and Automotive","1707 E Saint Peter St","New Iberia","Iberia","LA","70560","3373643050","0","Monday: 9:00 AM - 5:00 PM Tuesday: 9:00 AM - 5:00 PM Wednesday: 9:00 AM - 5:00 PM Thursday: 9:00 AM - 5:00 PM Friday: 9:00 AM - 5:00 PM ","","29.99066","-91.79135","17.9650416261853","Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Kids Unlimited","Kids Unlimited","1817 E Main St","New Iberia","Iberia","LA","70560","3373698098","0","Monday: 8:00 AM - 4:00 PM Tuesday: 8:00 AM - 4:00 PM Wednesday: 8:00 AM - 4:00 PM Thursday: 8:00 AM - 4:00 PM Friday: 8:00 AM - 4:00 PM ","","29.99317","-91.79387","18.1833323033217","Clothing; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Hulin Metals Incorporated","Hulin Metals Incorporated","2411 Hulin Rd","New Iberia","Iberia","LA","70560","3373648449","0","Monday: 7:00 AM - 4:30 PM Tuesday: 7:00 AM - 4:30 PM Wednesday: 7:00 AM - 4:30 PM Thursday: 7:00 AM - 4:30 PM Friday: 7:00 AM - 4:30 PM ","","29.96354","-91.82085","18.6980113267076","Aluminum Cans; Tin or Steel Cans; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Coburn Supply","Coburn Supply","301 Jefferson Ter","New Iberia","Iberia","LA","70560","3373679212","0","","","29.99124","-91.80536","18.710769456264","Mercury Containing Items; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Walmart","Walmart","1205 E Admiral Doyle Dr","New Iberia","Iberia","LA","70560","3373679333","0","","http://www.walmart.com","29.98223","-91.81425","18.8850811471481","Lead Acid (Pb) Batteries; Plastic Shopping Bags; Food Storage Bags; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Walmart Tire & Lube Express","Walmart Tire & Lube Express","1205 E Admiral Doyle Dr","New Iberia","Iberia","LA","70560","3373679333","0","","http://www.walmart.com/catalog/catalog.gsp?cat=495843","29.98223","-91.81425","18.8850811471481","Lead Acid (Pb) Batteries; Used Motor Oil; Oil Filters; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Verizon Wireless","Verizon Wireless","1104E E Main St","New Iberia","Iberia","LA","70560","3372565285","0","","http://www.verizonwireless.com/","29.99812","-91.80464","18.9119763094223","Cell Phones; Cell Phone Batteries; Video Game Consoles; PlayStation Consoles","false","true","<A Href="https://www.trade-in.vzw.com/home.aspx">
The Verizon Wireless Trade-In Program</A> allows you to trade in your used handset or tablet in a convenient and responsible way. 
<P>
<P>
Verizon Wireless works every day to protect our environment and give our customers opportunities to do the same. <A Href="http://aboutus.vzw.com/Green_Initiative/overview.html">Click here</A> for more examples of the earth-friendly initiatives and programs Verizon Wireless is proud to offer and support.","","false","false","false","false"
"Walgreens","Walgreens","1102 Parkview Dr","New Iberia","Iberia","LA","70563","3375601807","0","","http://www.walgreens.com","30.0027","-91.80275","18.9795606651567","Cell Phones; Inkjet Cartridge Refilling; Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Thibodeaux & Son Scrap Yard Inc","","4612 Marina Road","New Iberia","","LA","70560","3373641265","0","","","29.9412411","-91.8354467","18.984444638454","","false","false","","","false","false","false","false"
"Walmart Supercenter","","1205 E Admiral Doyle Dr","New Iberia","","LA","70560","3373679333","0","","https://www.walmart.com/","29.985207","-91.8147125","19.0039087299423","","false","false","","","false","false","false","false"
"Walmart Tire and Lube Express","","1205 E Admiral Doyle Dr","New Iberia","","LA","70560","3373679333","0","","https://www.walmart.com/cp/ideas/8932632","29.985207","-91.8147125","19.0039087299423","","false","false","","","false","false","false","false"
"Thibodeaux & Son Scrap Yard Inc","Thibodeaux & Son Scrap Yard Inc","4612 Marina Rd","New Iberia","Iberia","LA","70560","3373641265","0","","","29.9408","-91.83706","19.067383394594","Aluminum Cans; Aluminum; Ferrous Metals (Steel or Iron); Non-ferrous (Copper/Brass/Tin); Tin or Steel Cans; High-Temp Alloys; Special Metals; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"O'Reilly Auto Parts","","1124 E Admiral Doyle Dr","New Iberia","","LA","70560","3373672411","0","","http://oreillyauto.custhelp.com/app/error/error_id/6","29.9839098","-91.8187683","19.1786992817344","","false","false","","","false","false","false","false"
"Lowe's","","2816 Hwy 14","New Iberia","","LA","70560","3375601312","0","","https://newsroom.lowes.com/responsibility/operational-excellence/","29.9948554","-91.817136","19.447612127093","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","817 E Dale St","New Iberia","Iberia","LA","70560","8002758777","0","","https://www.usps.com/","29.9915","-91.81962","19.4668516964735","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"US Post Office","USPS Discarded Lobby Mail Recycling Program","817 E Dale St","New Iberia","Iberia","LA","70560","0","0","","","29.9915","-91.81962","19.4668516964735","Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Advance Auto Parts","Advance Auto Parts","818 E Admiral Doyle Dr","New Iberia","Iberia","LA","70560","3373677426","0","Monday: 7:00 AM - 9:00 PM Tuesday: 7:00 AM - 9:00 PM Wednesday: 7:00 AM - 9:00 PM Thursday: 7:00 AM - 9:00 PM Friday: 7:00 AM - 9:00 PM Saturday: 7:00 AM - 9:00 PM Sunday: 10:00 AM - 8:00 PM ","http://www.advanceautoparts.com","29.98672","-91.82328","19.5074276455758","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Keep America Beautiful Cars to Donate","","","New Iberia","","LA","70560","8554262474","0","","https://www.kab.org/?pagename=car_donation","30.0035365","-91.8187285","19.8280328353012","","false","false","","","false","false","false","false"
